AnimalID,Name,DateTime,FoundLocation,Latitude,Longitude,IntakeType,IntakeCondition,AnimalType,IntakeSex,IntakeAge,Breed
A766425,*Blossom,2/8/18 17:45,7603 Wynne Ln in Austin (TX),30.191253,-97.802788,Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix
A766403,Tyga,2/9/18 13:01,Travis (TX),31.1354588,-97.0027678,Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A766404,Beauty,2/9/18 13:01,Travis (TX),31.1354588,-97.0027678,Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A766465,,2/9/18 15:24,11905 Athens Trail in Austin (TX),30.4565517,-97.7562002,Stray,Normal,Dog,Intact Female,2 months,Pit Bull Mix
A766472,Ziggy,2/9/18 16:33,Del Valle (TX),30.2091069,-97.6472349,Owner Surrender,Normal,Dog,Neutered Male,4 years,Pit Bull Mix
A750322,Coco,2/10/18 17:18,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,9 years,Pit Bull Mix
A766525,Bossman,2/10/18 20:10,5706 Delwood Dr in Austin (TX),30.3111029,-97.693456,Stray,Sick,Dog,Intact Male,11 years,Pit Bull Mix
A766529,Snowy,2/11/18 10:51,Austin (TX),30.267153,-97.7430608,Owner Surrender,Sick,Dog,Intact Female,1 weeks,Pit Bull Mix
A763125,Cane,2/11/18 11:02,Brodie Lane And Slaughter Lane in Austin (TX),30.1836267,-97.8498399,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A766531,*Cheetah,2/11/18 11:14,"Buenos Aires Parkway And Constellation Cir, in Del Valle (TX)",30.1658973,-97.6197622,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A766540,*Hercules,2/11/18 12:36,2800 Metcalfe Road in Austin (TX),30.2242083,-97.7379358,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A766548,*Gertie,2/11/18 13:22,Von Quintus Road And Tiffany Trail in Austin (TX),30.101997,-97.6797746,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A765336,Ice,2/11/18 14:24,501 East Stassney Lane in Austin (TX),30.2020864,-97.7716601,Stray,Normal,Dog,Spayed Female,11 months,Pit Bull Mix
A740698,Biggie,2/11/18 17:38,Del Valle (TX),30.2091069,-97.6472349,Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A729287,King,2/11/18 17:46,7305 Marywood in Austin (TX),30.3213613,-97.6758585,Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A766581,,2/12/18 11:04,Saint Mary Drive in Manor (TX),30.3436395,-97.5299898,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A766643,*Kingsley,2/13/18 13:31,Austin Colony And Deaf Smith in Austin (TX),30.2334507,-97.59028,Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull
A763125,Cane,2/13/18 19:25,3100 Slaughter in Austin (TX),30.1805503,-97.8414275,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A766665,*Lawrence,2/13/18 23:30,100 Beaver St in Austin (TX),30.3523533,-97.6999873,Stray,Normal,Dog,Intact Male,11 months,Pit Bull Mix
A766691,*Peach,2/14/18 15:45,1105 W Live Oak St in Austin (TX),30.246606,-97.765204,Stray,Sick,Dog,Intact Female,8 months,Pit Bull Mix
A766697,Rocko,2/14/18 18:56,7414 Johnny Morris Road in Austin (TX),30.3113969,-97.6430288,Stray,Normal,Dog,Intact Male,8 months,Pit Bull Mix
A766742,Zeus,2/14/18 19:17,South Lakeshore Boulevard And South Pleasant Valley Road in Austin (TX),30.2424912,-97.7172115,Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix
A766708,*Dj,2/15/18 10:32,18706 Blake Manor Road in Austin (TX),30.2875942,-97.5210786,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A766723,Miklo,2/15/18 11:34,4915 Manchester Circle in Austin (TX),30.2095486,-97.7687297,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A747138,Boston,2/15/18 13:27,14975 Swiss Dr in Del Valle (TX),30.1300508,-97.6173628,Stray,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix
A766731,Nieko,2/15/18 13:41,Golden Meadow Drive And Rutland Drive in Austin (TX),30.3787417,-97.7120397,Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull
A766747,*Phoebe,2/15/18 17:05,Compass Drive And Breez H Ill Drive in Austin (TX),30.3107353,-97.6392444,Stray,Normal,Dog,Intact Female,4 weeks,Pit Bull Mix
A766750,Suzy-Q,2/15/18 18:48,1912 East William Cannon Drive in Austin (TX),30.1887531,-97.7650204,Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix
A766761,Gimly,2/16/18 10:45,10208 Creek Crossing Cove in Austin (TX),30.1645658,-97.8168651,Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A693839,Chester,2/16/18 12:12,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A766784,*Opie,2/16/18 13:45,10201 Simpson Ln in Travis (TX),30.1152402,-97.7101069,Stray,Normal,Dog,Intact Male,2 years,Pit Bull
A737779,Sichere,2/16/18 14:24,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,8 years,Pit Bull Mix
A766791,*Maxwell,2/16/18 15:39,5704 Spoke Court in Austin (TX),30.1941326,-97.7559096,Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix
A766794,*Bobby,2/16/18 16:29,6912 Meador Ave in Austin (TX),30.3270561,-97.6977819,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A760224,Taz,2/17/18 12:12,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A766852,Bandit,2/17/18 20:48,10704 Quail Valley Dr in Travis (TX),30.5133308,-97.9649087,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A756996,King,2/17/18 22:24,901 W Ben White in Austin (TX),30.2261149,-97.7745674,Public Assist,Normal,Dog,Neutered Male,3 years,American Staffordshire Terrier
A692603,Crook,2/18/18 12:33,Metric And Palmer in Austin (TX),30.4131385,-97.6905694,Stray,Normal,Dog,Neutered Male,7 years,Pit Bull Mix
A766872,*Torston,2/18/18 14:02,1009 West Dittmar Road in Austin (TX),30.18505,-97.8020854,Stray,Normal,Dog,Intact Male,10 months,Pit Bull Mix
A705228,Mamas,2/18/18 15:53,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull Mix
A766880,*Gracey,2/18/18 16:13,East Stassney Lane And South Pleasant Valley Road in Austin (TX),30.193907,-97.7447332,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A766889,*Darla,2/19/18 7:04,7418 Cameron Rd in Austin (TX),30.3300792,-97.6901878,Stray,Injured,Dog,Intact Female,8 months,Pit Bull Mix
A687383,Thor,2/19/18 8:13,1127 Saucedo Street in Austin (TX),30.2675215,-97.6890032,Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix
A687382,Cookies,2/19/18 8:13,1127 Saucedo Street in Austin (TX),30.2675215,-97.6890032,Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix
A766922,Peanut-E,2/19/18 16:41,1100 Kingsbury St in Austin (TX),30.2813521,-97.7523124,Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull/Bull Terrier
A766972,,2/20/18 11:21,15013 Antique Finish Drive in Pflugerville (TX),30.4321081,-97.638897,Stray,Normal,Dog,Intact Female,2 months,Pit Bull Mix
A766054,Faith,2/20/18 12:07,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,2 months,Pit Bull Mix
A766980,Bruno,2/20/18 13:23,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Intact Male,9 years,German Shepherd/Pit Bull
A766981,Daisy,2/20/18 13:23,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,10 years,German Shepherd/Pit Bull
A683152,Otis,2/20/18 15:10,Outside Jurisdiction,,,Owner Surrender,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A748606,*Mitzer,2/20/18 15:22,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A766988,*Lucy,2/20/18 16:04,6100 Windy Vista Cv in Austin (TX),30.2313784,-97.8757064,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A766145,Princess,2/21/18 11:43,500 Mairo Street in Austin (TX),30.180974,-97.79151,Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Labrador Retriever
A767019,*Bun B,2/21/18 11:46,3607 Tyrone Drive in Austin (TX),30.41663,-97.7175272,Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix
A760928,*Cita,2/21/18 14:21,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix
A763125,Cane,2/21/18 18:00,10400 Brezza Lane in Austin (TX),30.1501099,-97.7943598,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A767045,Scrappy,2/21/18 18:31,Manchaca Road And West William Cannon Drive in Austin (TX),30.202829,-97.8068834,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A767073,*Violet,2/22/18 17:03,14105 Washoe Cir in Austin (TX),30.3682268,-97.9250276,Stray,Normal,Dog,Intact Female,5 years,Pit Bull Mix
A767074,*Baby Spice,2/22/18 17:35,North Pleasant Valley Road And Garwood Street in Austin (TX),30.261112,-97.709098,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A737833,Rio,2/23/18 11:25,4521 West Gate Boulevard in Austin (TX),30.2316721,-97.8001316,Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A765670,Marble,2/23/18 12:39,104 East Rector Street in Manor (TX),30.3459691,-97.5564698,Stray,Normal,Dog,Spayed Female,9 months,Pit Bull Mix
A764193,*Gloria,2/23/18 14:56,Barton Creek Parkway And Southwest in Austin (TX),30.2911543,-97.858809,Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix
A767108,Dotty,2/23/18 15:47,Del Valle (TX),30.2091069,-97.6472349,Owner Surrender,Normal,Dog,Intact Female,3 years,Pit Bull Mix
A767109,Daisy,2/23/18 15:47,Del Valle (TX),30.2091069,-97.6472349,Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A767105,*Grace,2/23/18 15:53,9070 Research Blvd in Austin (TX),30.3734539,-97.7283452,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A767115,Oliver,2/23/18 16:58,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull/Catahoula
A767129,Akamaru,2/24/18 10:09,11821 Savanna Canyon Court in Del Valle (TX),30.1603164,-97.641821,Stray,Normal,Dog,Intact Male,7 months,Pit Bull/Alaskan Husky
A767131,Boss,2/24/18 11:08,Ponca And Valdez in Austin (TX),30.2350531,-97.691566,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A767141,*Hope,2/24/18 12:30,6716 Ferrystone Pass in Del Valle (TX),30.1613374,-97.6366088,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A765925,Luna,2/24/18 12:34,Chicon Street And Holly Street in Austin (TX),30.2534948,-97.7262974,Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix
A767145,,2/24/18 13:03,13125 Old Gregg Lane in Manor (TX),30.3982721,-97.635613,Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix
A767146,,2/24/18 13:03,13125 Gregg Lane in Manor (TX),30.3831821,-97.5454961,Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix
A767147,,2/24/18 13:03,13125 Old Gregg Lane in Manor (TX),30.3982721,-97.635613,Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix
A767148,,2/24/18 13:03,13125 Old Gregg Lane in Manor (TX),30.3982721,-97.635613,Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix
A738735,Canelo,2/24/18 13:34,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A690060,Bobo,2/24/18 17:15,3405 Wickham in Travis (TX),30.2332482,-97.5929618,Public Assist,Normal,Dog,Neutered Male,4 years,Pit Bull Mix
A767210,Skye,2/25/18 10:54,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,5 months,Pit Bull Mix
A611573,Riri,2/25/18 14:27,4800 Copper Bend in Austin (TX),30.1989,-97.739792,Stray,Normal,Dog,Intact Female,8 years,Pit Bull
A767256,,2/25/18 18:44,Royster Ave And Eva Street in Del Valle (TX),30.205116,-97.6405717,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A767255,,2/25/18 18:44,Royster Ave And Eva Street in Del Valle (TX),30.205116,-97.6405717,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A766697,Rocko,2/26/18 0:29,13000 Fm 812 in Travis (TX),30.1300456,-97.6434738,Public Assist,Normal,Dog,Neutered Male,8 months,Pit Bull Mix
A742421,*Deena,2/26/18 11:40,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,5 years,Pit Bull Mix
A710633,Ruckus,2/26/18 12:19,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,4 years,Pit Bull Mix
A767279,Junior,2/26/18 13:33,3303 Serene Hills in Austin (TX),30.3478315,-97.9989915,Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull
A767289,James,2/26/18 15:26,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull Mix
A767308,*Cisco,2/26/18 17:04,2209 Teri Road in Austin (TX),30.2004159,-97.7502539,Stray,Normal,Dog,Intact Male,1 year,Pit Bull/Boston Terrier
A767310,Sky,2/26/18 17:31,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Pregnant,Dog,Intact Female,1 year,American Pit Bull Terrier Mix
A765714,*Sierra,2/27/18 10:21,2200 Willow Creek Drive in Austin (TX),30.2306852,-97.7306797,Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A697936,Peanut,2/27/18 11:26,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull Mix
A767332,*Tug Boat,2/27/18 12:15,Steck Ave And North Mopac Expy in Austin (TX),30.3679347,-97.7419603,Stray,Normal,Dog,Intact Male,1 year,American Staffordshire Terrier/Rottweiler
A767367,*Mr. Darcy,2/27/18 16:08,505 W Anderson Lane in Austin (TX),30.344768,-97.7103433,Stray,Injured,Dog,Intact Male,2 years,Pit Bull Mix
A767386,*Jk Howling,2/28/18 10:56,Nucklos Crossing Road And Spring Meadow Road in Austin (TX),30.1973906,-97.7362466,Stray,Normal,Dog,Intact Female,8 months,Pit Bull Mix
A711169,Beyonce,2/28/18 11:26,East Riverside And Vargas in Austin (TX),30.2239684,-97.7011655,Stray,Normal,Dog,Spayed Female,4 years,American Pit Bull Terrier Mix
A738324,Stewart,2/28/18 14:24,Slaughter Ln And Chisolm Trl in Austin (TX),30.173961,-97.8126835,Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix
A663055,Mocha,2/28/18 14:43,Washita Drive And Alexandria Drive in Austin (TX),30.2039785,-97.8490687,Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix
A767431,*James,2/28/18 18:30,3905 Woodchester Lane in Austin (TX),30.4298321,-97.7110155,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A767433,King,2/28/18 19:06,Manor (TX),30.3407629,-97.5569456,Public Assist,Normal,Dog,Intact Male,13 years,Pit Bull Mix
A765035,*Sox,3/1/18 8:11,Westgate & William Cannon in Austin (TX),30.2071514,-97.8155121,Stray,Sick,Dog,Neutered Male,8 months,Pit Bull Mix
A766404,Beauty,3/1/18 10:29,Philco Drive And South First Street in Austin (TX),30.218025,-97.7748071,Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A766403,Tyga,3/1/18 10:29,Philco Drive And South First Street in Austin (TX),30.218025,-97.7748071,Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix
A767434,Diabla,3/1/18 11:27,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A767457,*Pirate,3/1/18 12:16,Burleson Road And Montopolis Drive in Austin (TX),30.2055591,-97.7166444,Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A767459,Blue,3/1/18 12:26,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A547659,Marley,3/1/18 12:36,204 West Powell Lane in Austin (TX),30.3485956,-97.7041227,Stray,Normal,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull
A767464,Kiara,3/1/18 13:23,15214 Sabel Palm in Travis (TX),30.2560988,-97.5768451,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A761808,Mary,3/1/18 15:53,Patton Lane And Dorchester Drive in Austin (TX),30.3175275,-97.6861055,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A767488,Neptune,3/1/18 18:25,2604 West Pecan Street in Pflugerville (TX),30.4490986,-97.6554468,Stray,Normal,Dog,Neutered Male,6 years,American Staffordshire Terrier Mix
A765026,Tank,3/2/18 11:26,6506 Decker Lane in Austin (TX),30.2910104,-97.6288478,Stray,Normal,Dog,Neutered Male,4 months,Pit Bull Mix
A767526,Damu,3/2/18 17:04,8116 Linden Loop in Travis (TX),30.1384951,-97.5902747,Stray,Normal,Dog,Intact Male,9 months,Pit Bull Mix
A763125,Cane,3/3/18 10:30,3008 W Slaughter Ln in Austin (TX),30.1796408,-97.8401525,Stray,Injured,Dog,Intact Male,1 year,Pit Bull Mix
A767537,Georgie,3/3/18 11:08,Rundberg And Ken in Austin (TX),30.360993,-97.687807,Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix
A735135,Troy,3/3/18 11:42,Pflugerville (TX),30.4548451,-97.6222665,Owner Surrender,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A767584,Terry,3/3/18 16:47,3000 Ed Bluestein in Austin (TX),30.265539,-97.6726542,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A767459,Blue,3/4/18 11:05,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A767612,,3/4/18 11:53,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,6 months,Pit Bull Mix
A767611,Queen,3/4/18 11:53,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A766880,*Gracey,3/4/18 12:58,Pflugerville (TX),30.4548451,-97.6222665,Owner Surrender,Sick,Dog,Spayed Female,1 year,Pit Bull Mix
A558444,Harley,3/4/18 14:17,Rutland And Metric in Austin (TX),30.380655,-97.7160179,Stray,Normal,Dog,Spayed Female,8 years,Pit Bull
A694407,Max,3/4/18 17:11,8601 Vertez Blvd in Austin (TX),30.1561136,-97.7520704,Owner Surrender,Normal,Dog,Intact Male,4 years,Pit Bull Mix
A661245,Brownie,3/5/18 10:16,Webberville Rd in Austin (TX),30.2760506,-97.6888464,Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix
A767669,*Jude Paw,3/5/18 11:39,Pearce Road And Wolf Lane in Del Valle (TX),30.1408802,-97.5674659,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A759044,Sugar,3/5/18 11:47,Woodward And Ih 35 in Austin (TX),30.222986,-97.7470558,Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix
A767429,*Mylie,3/5/18 12:34,6201 Softwood Drive in Austin (TX),30.185749,-97.748397,Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix
A767675,*Leroy,3/5/18 12:40,3808 Dover Ferr Xing in Austin (TX),30.4701482,-97.6812009,Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix
A767714,Mars,3/5/18 18:07,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull
A767749,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767748,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,3 days,Pit Bull Mix
A767744,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,3 days,Pit Bull Mix
A767747,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767739,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,3 days,Pit Bull Mix
A767741,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767745,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Female,3 days,Pit Bull Mix
A767746,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767751,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767750,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767742,,3/6/18 8:59,Austin (TX),30.267153,-97.7430608,Stray,Normal,Dog,Intact Male,3 days,Pit Bull Mix
A767504,Carlos,3/6/18 13:35,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A767765,*Ll Drool J,3/6/18 13:40,900 East 52Nd Street in Austin (TX),30.3127958,-97.7141122,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A767781,*Victoria,3/6/18 15:53,4603 Fallenash Drive in Austin (TX),30.2445652,-97.5849311,Stray,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix
A767796,*Koko,3/6/18 16:40,9200 North Plaza in Austin (TX),30.3544049,-97.6860561,Stray,Normal,Dog,Intact Female,2 months,American Pit Bull Terrier Mix
A732833,Vito,3/7/18 13:57,14413 Tiffer Ln in Travis (TX),30.4428583,-97.6853738,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A767840,*Angela,3/7/18 19:31,Lamar Blvd At Long Spur in Austin (TX),30.3673302,-97.6946069,Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix
A767843,Ruger,3/8/18 7:35,6101 Airport in Austin (TX),30.327643,-97.7139909,Public Assist,Normal,Dog,Intact Male,6 years,Pit Bull Mix
A767850,Champ,3/8/18 9:35,8403 Saber Creek Trl in Austin (TX),30.4209162,-97.7872846,Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix
A767855,Luna,3/8/18 11:05,William Cannon Drive And Mancacha in Austin (TX),30.202829,-97.8068834,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A758403,,3/8/18 11:20,1156 Cesar Chavez in Austin (TX),30.269764,-97.7591144,Public Assist,Normal,Dog,Intact Male,5 years,Pit Bull Mix
A767865,*Sansa Bark,3/8/18 12:57,5201 Ross Road in Austin (TX),30.1800002,-97.6125748,Stray,Sick,Dog,Intact Female,3 years,Pit Bull Mix
A767811,Jango,3/8/18 15:38,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull/Labrador Retriever
A767895,Lavender,3/8/18 18:38,Fm 812 And Highway 183 in Austin (TX),30.1641437,-97.6927921,Stray,Normal,Dog,Intact Female,8 months,Pit Bull Mix
A767905,Coco,3/9/18 8:56,2000 Conestoga Trl in Austin (TX),30.1963945,-97.7578198,Stray,Injured,Dog,Intact Female,5 months,Pit Bull Mix
A754351,Onyx,3/9/18 15:39,1156 W. Cesar Chavez in Austin (TX),30.269764,-97.7591144,Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull Mix
A767954,Kitty,3/10/18 10:18,21121 Hogeye Road in Manor (TX),30.297378,-97.481411,Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Australian Cattle Dog
A767955,Ghost,3/10/18 10:18,21121 Hogeye Road in Manor (TX),30.297378,-97.481411,Stray,Normal,Dog,Intact Male,2 months,Pit Bull/Australian Cattle Dog
A767976,*Lucille,3/10/18 13:30,Interstate 35 And Martin Luther King Boulevard in Austin (TX),30.2785629,-97.7304962,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A767979,Spike,3/10/18 13:49,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Intact Male,3 years,Labrador Retriever/Pit Bull
A753449,*Ruxson,3/11/18 12:57,Outside Jurisdiction,,,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix
A741054,Greyson,3/11/18 13:13,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix
A766376,Chanel,3/11/18 13:13,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,9 months,Pit Bull Mix
A741059,Selina,3/11/18 13:13,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A767996,Atlas,3/11/18 13:30,Austin (TX),30.267153,-97.7430608,Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix
A768054,Chakal,3/12/18 11:56,1000 W Rundberg in Austin (TX),30.3649458,-97.7001521,Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix
A768053,Lilo,3/12/18 11:56,1000 W Rundberg in Austin (TX),30.3649458,-97.7001521,Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix
A766054,Faith,3/12/18 15:12,Austin (TX),30.267153,-97.7430608,Owner Surrender,Normal,Dog,Spayed Female,2 months,Pit Bull Mix
A768090,*Harvey,3/13/18 8:13,3807 Susquehanna Lane in Austin (TX),30.3131297,-97.6650694,Stray,Injured,Dog,Intact Male,8 months,Pit Bull/Pointer
A768113,,3/13/18 12:22,1910 West Braker Lane in Austin (TX),30.3925967,-97.7071181,Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix
A768138,Britney Ears,3/13/18 14:55,812 Adina Street in Austin (TX),30.2826686,-97.6797781,Stray,Normal,Dog,Intact Female,1 year,American Pit Bull Terrier Mix
A768145,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768144,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Male,3 days,American Pit Bull Terrier Mix
A768140,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768142,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Male,3 days,American Pit Bull Terrier Mix
A768143,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Male,3 days,American Pit Bull Terrier Mix
A768141,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
A768139,,3/13/18 14:59,Manor (TX),30.3407629,-97.5569456,Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix
